x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,label
0.6284641027450562,0.5347949266433716,0.5476032495498657,0.4814510941505432,0.48901069164276123,0.3723708689212799,0.470537006855011,0.2615247964859009,0.47965481877326965,0.17756512761116028,0.5267940759658813,0.24959880113601685,0.5257622003555298,0.16733743250370026,0.5337663292884827,0.2585921585559845,0.5418436527252197,0.30580076575279236,0.5778052806854248,0.24865832924842834,0.576761782169342,0.17366644740104675,0.5765907168388367,0.289040207862854,0.5797020792961121,0.3168785572052002,0.627902626991272,0.2616959512233734,0.6306001543998718,0.19195467233657837,0.6215038895606995,0.30206069350242615,0.6207597851753235,0.3309905529022217,0.6801012754440308,0.2840237021446228,0.6765225529670715,0.23105674982070923,0.6621644496917725,0.3087407052516937,0.6579051613807678,0.33631765842437744,A
0.7365443110466003,0.5299315452575684,0.6661564111709595,0.4763920307159424,0.6148853898048401,0.36616966128349304,0.5969113111495972,0.25849971175193787,0.5908421277999878,0.17115698754787445,0.6425569653511047,0.24472327530384064,0.6439476609230042,0.16225665807724,0.6487998962402344,0.24915233254432678,0.6526349186897278,0.28995418548583984,0.6919766664505005,0.24261583387851715,0.6939597129821777,0.1720230132341385,0.6898627877235413,0.2828476130962372,0.6883971095085144,0.2968979477882385,0.7414864897727966,0.25348225235939026,0.7461899518966675,0.1861046850681305,0.7344335317611694,0.29412809014320374,0.7301566004753113,0.3145950436592102,0.7907699346542358,0.27178955078125,0.7908531427383423,0.21278005838394165,0.7747312188148499,0.2889510989189148,0.7690247893333435,0.31691431999206543,A
0.6284399032592773,0.4945022165775299,0.5437127351760864,0.4186730682849884,0.49627599120140076,0.2942178547382355,0.4871032238006592,0.18513089418411255,0.48351630568504333,0.09601448476314545,0.5398666262626648,0.19608265161514282,0.5408152937889099,0.10931766033172607,0.544399082660675,0.19868424534797668,0.5507659912109375,0.27525508403778076,0.5935635566711426,0.20126548409461975,0.5934571623802185,0.13107867538928986,0.588310718536377,0.24422933161258698,0.5898400545120239,0.314377099275589,0.645649790763855,0.21697178483009338,0.6458831429481506,0.1476171761751175,0.6293785572052002,0.2570718824863434,0.6235358119010925,0.3259505331516266,0.6970241665840149,0.2427695095539093,0.6936076283454895,0.17655432224273682,0.6725136041641235,0.2523123323917389,0.6622041463851929,0.3068419098854065,A
0.6370901465415955,0.6079820394515991,0.5549008846282959,0.5472009181976318,0.5003023147583008,0.43069958686828613,0.4827255606651306,0.32238250970840454,0.48640719056129456,0.23358362913131714,0.5372323989868164,0.32604843378067017,0.5331005454063416,0.2498135268688202,0.5443993210792542,0.3417447805404663,0.5560765266418457,0.41165971755981445,0.5910798907279968,0.32709917426109314,0.5851216912269592,0.26449277997016907,0.5890414118766785,0.38256609439849854,0.5967398881912231,0.4430905878543854,0.6442701816558838,0.3403582274913788,0.6403771638870239,0.2765899896621704,0.6320437788963318,0.3941190838813782,0.6317866444587708,0.45763787627220154,0.6972160339355469,0.36383354663848877,0.6888030767440796,0.30802690982818604,0.6732401847839355,0.38693758845329285,0.6671755909919739,0.4340718686580658,A
0.6963470578193665,0.537493109703064,0.6083311438560486,0.49968576431274414,0.5361409187316895,0.3870139718055725,0.5061426162719727,0.2767248749732971,0.5021104216575623,0.18442411720752716,0.5689025521278381,0.2591972053050995,0.5537444353103638,0.19342195987701416,0.5712243318557739,0.291933536529541,0.5879719257354736,0.3591214120388031,0.6247493028640747,0.2506752610206604,0.6088429093360901,0.20061956346035004,0.6226589679718018,0.3246871829032898,0.6357317566871643,0.37868252396583557,0.6802276372909546,0.2560902535915375,0.6665910482406616,0.20899569988250732,0.6682305932044983,0.3356586992740631,0.6727856993675232,0.39384379982948303,0.7383748888969421,0.2726139724254608,0.7190865278244019,0.23412251472473145,0.7096059322357178,0.3274390995502472,0.7067427635192871,0.37391549348831177,A
0.6991953253746033,0.6139628887176514,0.6112039089202881,0.5810637474060059,0.5347135663032532,0.4825928211212158,0.4947810769081116,0.38339078426361084,0.4837578535079956,0.2963687479496002,0.5526571273803711,0.3636305630207062,0.53780597448349,0.3018547296524048,0.5664433240890503,0.39310574531555176,0.5889241695404053,0.4532771110534668,0.6068070530891418,0.3469451069831848,0.5923996567726135,0.2973458766937256,0.6172990798950195,0.4144502282142639,0.6329544186592102,0.46538981795310974,0.661979615688324,0.3445367217063904,0.6518040299415588,0.2995564341545105,0.6613330841064453,0.4178276062011719,0.66725754737854,0.4734925627708435,0.7184920310974121,0.3520047068595886,0.7056056261062622,0.31703945994377136,0.7024350762367249,0.40249142050743103,0.7007502317428589,0.4460837244987488,A
0.7703418135643005,0.5164311528205872,0.6859750747680664,0.47840800881385803,0.6203628778457642,0.36763107776641846,0.5981150269508362,0.259499192237854,0.5984945893287659,0.17093314230442047,0.6572092771530151,0.23444059491157532,0.6503946185112,0.18744266033172607,0.6639195680618286,0.28241831064224243,0.6790350079536438,0.3484553098678589,0.7127059102058411,0.22819837927818298,0.7053624987602234,0.1831098347902298,0.7111172676086426,0.30508649349212646,0.7208126783370972,0.3643483817577362,0.766671895980835,0.24122440814971924,0.7597326040267944,0.20511265099048615,0.7513920068740845,0.32471755146980286,0.7511118650436401,0.380411297082901,0.8199026584625244,0.26655492186546326,0.8069245219230652,0.2406844049692154,0.7916185855865479,0.32583388686180115,0.7857394814491272,0.36648300290107727,A
0.7569525837898254,0.7721161246299744,0.6791911125183105,0.7402345538139343,0.6143767237663269,0.6312154531478882,0.587524950504303,0.5296087861061096,0.5861979722976685,0.4436988830566406,0.6448172330856323,0.48001015186309814,0.6352140307426453,0.4646989703178406,0.6552587747573853,0.5586428046226501,0.6699192523956299,0.6127834320068359,0.7007347941398621,0.4658258259296417,0.6908271908760071,0.4737618863582611,0.7002748250961304,0.5883510708808899,0.7068279981613159,0.6298945546150208,0.7557510733604431,0.4779570698738098,0.7476388216018677,0.496109277009964,0.7434834837913513,0.6079951524734497,0.7422171235084534,0.6458172798156738,0.8097932934761047,0.5056187510490417,0.79485023021698,0.524701714515686,0.783172070980072,0.6085399389266968,0.7780949473381042,0.6355317831039429,A
0.7792131900787354,0.47437432408332825,0.6957713961601257,0.42874598503112793,0.6318925023078918,0.3053085207939148,0.6155857443809509,0.19341999292373657,0.6283149719238281,0.10346466302871704,0.6713946461677551,0.1541861593723297,0.6646351218223572,0.14244599640369415,0.6813088655471802,0.24188171327114105,0.6946994066238403,0.3204253017902374,0.7337724566459656,0.13971728086471558,0.7264884114265442,0.16606378555297852,0.7343032360076904,0.28641751408576965,0.7447160482406616,0.35877740383148193,0.7953007817268372,0.1549951285123825,0.7869434952735901,0.19286422431468964,0.7825562357902527,0.30811890959739685,0.7849428653717041,0.3734590411186218,0.8524911999702454,0.18569400906562805,0.8399238586425781,0.20988455414772034,0.8268593549728394,0.3021143674850464,0.8249141573905945,0.3513932228088379,A
0.6670933961868286,0.5492976903915405,0.5712375044822693,0.47556358575820923,0.5050461888313293,0.3528912365436554,0.48585283756256104,0.24131658673286438,0.4901273250579834,0.14697428047657013,0.5628877878189087,0.2286120355129242,0.5411841869354248,0.1744239181280136,0.5482197403907776,0.27083420753479004,0.5604259967803955,0.35551226139068604,0.6219415664672852,0.2247699350118637,0.5966258645057678,0.1972620189189911,0.603633463382721,0.3203118145465851,0.6156320571899414,0.4066241979598999,0.6797382831573486,0.23692579567432404,0.6517080068588257,0.2227298617362976,0.6514246463775635,0.3436710834503174,0.6581158638000488,0.4237818717956543,0.7372355461120605,0.2634172737598419,0.7029966711997986,0.2449561059474945,0.6922559142112732,0.3357807397842407,0.6945487260818481,0.39412838220596313,A
0.6907608509063721,0.6845508813858032,0.5999571681022644,0.6234717965126038,0.5331985950469971,0.493461936712265,0.5140929818153381,0.38044923543930054,0.5211546421051025,0.2842785120010376,0.5848317742347717,0.34169620275497437,0.5637258887290955,0.32321345806121826,0.5791298747062683,0.42000335454940796,0.5908778309822083,0.5036442279815674,0.6454196572303772,0.32613247632980347,0.6233355402946472,0.35640519857406616,0.6345418691635132,0.47556865215301514,0.6425963640213013,0.5556478500366211,0.7067713737487793,0.3404000997543335,0.6807251572608948,0.38545095920562744,0.6825169324874878,0.5004425048828125,0.6868981719017029,0.5713289976119995,0.7652111649513245,0.37267857789993286,0.7349349856376648,0.4058234393596649,0.7257217168807983,0.49644142389297485,0.7276564836502075,0.5465119481086731,A
0.7052148580551147,0.7038305997848511,0.635784387588501,0.6230757832527161,0.6208184361457825,0.5063518285751343,0.6495720148086548,0.40726545453071594,0.6616834402084351,0.321277379989624,0.6561408042907715,0.3710498809814453,0.6540218591690063,0.23579157888889313,0.6574102640151978,0.15463709831237793,0.6630762815475464,0.08266234397888184,0.7075631618499756,0.36938151717185974,0.7082856297492981,0.22118377685546875,0.7104918360710144,0.13098359107971191,0.7128788232803345,0.049168020486831665,0.7511506080627441,0.39341312646865845,0.7568932771682739,0.2582857012748718,0.7585608959197998,0.17443731427192688,0.7609182596206665,0.10281690955162048,0.7970476746559143,0.43783602118492126,0.8024298548698425,0.3339713215827942,0.8030438423156738,0.26438239216804504,0.8034182190895081,0.200547993183136,B
0.7999432682991028,0.8802495002746582,0.7459944486618042,0.8268947601318359,0.726493239402771,0.739347517490387,0.7563610672950745,0.6541083455085754,0.7773261666297913,0.5741715431213379,0.7593587040901184,0.5960444808006287,0.7702013254165649,0.47915565967559814,0.7815632820129395,0.4069874584674835,0.7943046689033508,0.34185564517974854,0.8073116540908813,0.5914772152900696,0.8205069899559021,0.4643884301185608,0.8327341675758362,0.38726773858070374,0.8438703417778015,0.31464534997940063,0.8473456501960754,0.6108741164207458,0.8643527626991272,0.49438172578811646,0.8743461966514587,0.4209526777267456,0.8824546933174133,0.3531985282897949,0.8875771164894104,0.6492249965667725,0.8998865485191345,0.5586071014404297,0.9057298898696899,0.49859321117401123,0.9096686244010925,0.440596342086792,B
